Субъект,Дата,Метка,Сигнал
subject 0,2022-05-24,1.0,[-10021. -12112. -14888. ... -19374. -15489. -12411.]
subject 0,2022-05-24,1.0,[-14701. -19277. -23774. ... -14043. -10883.  -8454.]
subject 0,2022-05-24,1.0,[-25078. -22539. -18552. ... -28679. -29452. -26591.]
subject 0,2022-05-24,1.0,[ -9098. -11065. -13907. ...  -6224.  -6801.  -9034.]
subject 0,2022-05-24,1.0,[-6539. -6291. -7314. ... -7661. -7076. -7087.]
subject 0,2022-05-24,1.0,[ -7362.  -7615.  -8767. ... -24582. -21038. -16512.]
subject 0,2022-05-05,1.0,[-18042. -18280. -18437. ... -17416. -17702. -17487.]
subject 0,2022-05-05,1.0,[-20294. -18169. -17636. ... -16300. -16217. -16507.]
subject 0,2022-05-05,1.0,[-16471. -16514. -16133. ... -15727. -15990. -16084.]
subject 0,2022-05-05,1.0,[-17324. -17311. -17684. ... -18315. -22081. -16410.]
subject 0,2022-05-05,1.0,[-18476. -18745. -19362. ... -18242. -18394. -18997.]
subject 0,2022-05-05,1.0,[-17801. -17866. -17869. ... -16623. -16862. -16773.]
subject 0,2022-05-05,1.0,[-17846. -17927. -17838. ... -15941. -16067. -16627.]
subject 0,2022-05-05,1.0,[-20941. -21298. -21780. ... -17086. -17336. -17392.]
subject 0,2022-05-05,1.0,[-17271. -17170. -17313. ... -18749. -18686. -18661.]
subject 0,2022-05-05,1.0,[-16779. -16662. -16617. ... -16992. -17325. -17766.]
subject 0,2022-05-05,1.0,[-19196. -19458. -19034. ... -18014. -17676. -17107.]
subject 0,2022-05-05,1.0,[-16726. -17107. -17173. ... -16934. -19212. -18679.]
subject 0,2022-05-05,1.0,[-18177. -18304. -18219. ... -17619. -17352. -17335.]
subject 0,2022-05-05,1.0,[-16622. -16479. -16622. ... -20946. -20859. -20753.]
subject 0,2022-05-05,1.0,[-20630. -20903. -21371. ... -18301. -18384. -18562.]
subject 0,2022-05-05,1.0,[-19121. -19082. -18969. ... -18721. -18652. -18387.]
subject 0,2022-05-05,1.0,[-18102. -18342. -18251. ... -16512. -16678. -16298.]
subject 0,2022-05-05,1.0,[-19139. -22761. -16902. ... -17835. -18073. -18599.]
subject 0,2022-05-05,1.0,[-16643. -16532. -16612. ... -18161. -18067. -18117.]
subject 0,2022-05-05,1.0,[-17079. -17099. -17049. ... -16090. -15747. -15836.]
subject 0,2022-05-05,1.0,[-19948. -19722. -19352. ... -18931. -18814. -18897.]
subject 0,2022-05-05,1.0,[-19105. -19139. -18876. ... -19922. -19900. -19431.]
subject 0,2022-05-05,1.0,[-21685. -21685. -21091. ... -18233. -18208. -18081.]
subject 0,2022-05-05,1.0,[-17290. -17071. -16720. ... -16858. -17097. -17309.]
subject 0,2022-05-05,1.0,[-17914. -18017. -17979. ... -14748. -15098. -15437.]
subject 0,2022-05-05,1.0,[-16377. -16217. -16345. ... -17438. -17262. -17136.]
subject 0,2022-05-05,1.0,[-18614. -18620. -18862. ... -18833. -19279. -19661.]
subject 0,2022-05-05,1.0,[-19347. -19241. -19111. ... -18131. -17853. -18041.]
subject 0,2022-05-05,1.0,[-18753. -18561. -18890. ... -19571. -19672. -19599.]
subject 0,2022-05-05,1.0,[-21371. -21589. -21980. ... -23211. -23054. -23080.]
subject 0,2022-05-05,1.0,[-37131. -37096. -36898. ... -18628. -18367. -18652.]
subject 0,2022-05-05,1.0,[-18890. -18981. -19379. ... -19195. -19126. -19128.]
subject 0,2022-05-05,1.0,[-18819. -19045. -19178. ... -18744. -18249. -18546.]
subject 0,2022-05-05,1.0,[-22302. -18660. -18266. ... -21031. -20871. -20901.]
subject 0,2022-05-05,1.0,[-17762. -17632. -17662. ... -20189. -19931. -19652.]
subject 0,2022-05-05,1.0,[-18217. -17933. -17957. ... -20437. -20224. -19862.]
subject 0,2022-05-05,1.0,[-17854. -18144. -18609. ... -16596. -16697. -17159.]
subject 0,2022-05-06,1.0,[-26159. -25958. -25607. ... -18371. -17918. -17768.]
subject 0,2022-05-06,1.0,[-16335. -16849. -17433. ... -19849. -19812. -19459.]
subject 0,2022-05-06,1.0,[-19275. -19379. -19456. ... -18750. -18911. -18692.]
subject 0,2022-05-06,1.0,[-14987. -15621. -15837. ...  18758.  18744.  19464.]
subject 0,2022-05-06,1.0,[-27989. -27472. -27389. ... -14224. -14080. -13874.]
subject 0,2022-05-06,1.0,[-153976. -154071. -154011. ...  -10656.  -12696.  -10632.]
subject 0,2022-05-06,1.0,[ -9252.  -9190.  -9346. ... -11099. -10861. -10719.]
subject 0,2022-05-06,1.0,[-12863. -13461. -13742. ... -16927. -17437. -20301.]
subject 0,2022-05-06,1.0,[-15254. -15594. -15959. ... -19826. -19939. -19946.]
subject 0,2022-05-06,1.0,[-15681. -16007. -16296. ... -34988. -34513. -38194.]
subject 0,2022-05-06,1.0,[-23824. -23488. -23216. ... -25793. -25356. -24923.]
subject 0,2022-05-06,1.0,[-27607. -28067. -28708. ... -45587. -45097. -44861.]
subject 0,2022-05-06,1.0,[-31815. -32526. -32356. ... -30211. -29810. -29451.]
subject 0,2022-05-06,1.0,[-29127. -29221. -29036. ... -21271. -21525. -21549.]
subject 0,2022-05-06,1.0,[-19048. -18786. -18111. ... -27720. -27786. -28122.]
subject 0,2022-05-06,1.0,[-30207. -30224. -29524. ... -20375. -20135. -20166.]
subject 0,2022-05-06,1.0,[-23724. -23651. -23351. ... -15014. -15209. -14961.]
subject 0,2022-05-06,1.0,[-13829. -14194. -14973. ... -18405. -17719. -17130.]
subject 0,2022-05-06,1.0,[-15935. -15931. -15309. ... -21112. -21144. -20797.]
subject 0,2022-05-06,1.0,[-17096. -17373. -17763. ... -10777. -10726. -10527.]
subject 0,2022-05-06,1.0,[-20605. -20436. -20434. ... -46458. -46998. -47201.]
subject 0,2022-05-06,1.0,[-14696. -14794. -14767. ... -18390. -21595. -20236.]
subject 0,2022-05-06,1.0,[-19895. -20430. -21487. ... -10916. -11017. -11082.]
subject 0,2022-05-06,1.0,[-21334. -21046. -20589. ... -18605. -18761. -18550.]
subject 0,2022-05-06,1.0,[-19278. -19316. -19947. ... -25694. -25520. -25148.]
subject 0,2022-05-06,1.0,[-22031. -21939. -21982. ... -20297. -19696. -19531.]
subject 0,2022-05-06,1.0,[-19542. -19067. -18831. ... -21227. -20903. -20393.]
subject 0,2022-05-06,1.0,[-16983. -16602. -16871. ...  -6004.  -6057.  -6223.]
subject 0,2022-05-06,1.0,[-17787. -18076. -18057. ... -16027. -16516. -16851.]
subject 0,2022-05-06,1.0,[-18473. -18847. -18992. ... -19604. -19552. -19527.]
subject 0,2022-05-06,1.0,[-21402. -21511. -21578. ... -20346. -21023. -21317.]
subject 0,2022-05-06,1.0,[ -6141.  -6480.  -6905. ... -21426. -21437. -21587.]
subject 0,2022-05-06,1.0,[-22399. -22357. -22213. ... -35019. -34692. -34359.]
subject 0,2022-05-06,1.0,[ -8678.  -9082.  -9530. ... -18126. -18387. -18563.]
subject 0,2022-05-06,1.0,[-16015. -16030. -16344. ... -17924. -17781. -17404.]
subject 0,2022-05-06,1.0,[ -9655.  -9551.  -8957. ... -12380. -12690. -13432.]
subject 0,2022-05-06,1.0,[-18535. -18909. -19171. ... -12406. -13356. -13750.]
subject 0,2022-05-06,1.0,[-15960. -15653. -15792. ...  -9626.  -9087.  -9197.]
subject 0,2022-05-06,1.0,[ -2687.  -2542.  -1934. ... -10724. -11191. -11604.]
subject 0,2022-05-06,1.0,[-17125. -17268. -17185. ... -16516. -16676. -17081.]
subject 0,2022-05-06,1.0,[-16346. -15965. -15552. ... -17418. -17431. -17947.]
subject 0,2022-05-06,1.0,[-12148. -11869. -11946. ... -19271. -19174. -19079.]
subject 0,2022-05-06,1.0,[-22076. -21709. -21564. ... -19139. -20185. -20349.]
subject 0,2022-05-06,1.0,[-20279. -20629. -20944. ... -19741. -20222. -20114.]
subject 0,2022-05-06,1.0,[-10814. -10830. -10559. ... -22215. -22298. -22223.]
subject 0,2022-05-06,1.0,[-20191. -20169. -20507. ... -18754. -18911. -19159.]
subject 0,2022-05-14,1.0,[-21379. -19537. -17784. ... -11771. -11871. -11817.]
subject 0,2022-05-14,1.0,[-12150. -12470. -12973. ... -20664. -20741. -21183.]
subject 0,2022-05-14,1.0,[-20381. -20557. -20371. ... -19018. -19163. -19190.]
subject 0,2022-05-14,1.0,[-20258. -20479. -20677. ... -17394. -17181. -16687.]
subject 0,2022-05-14,1.0,[-17716. -20091. -22752. ... -18577. -18391. -18041.]
subject 0,2022-05-14,1.0,[-19246. -19471. -19553. ... -21181. -20509. -20238.]
subject 0,2022-05-14,1.0,[-20304. -20334. -20502. ... -19362. -19504. -19026.]
subject 0,2022-05-14,1.0,[-19384. -19494. -19527. ... -21303. -21391. -21429.]
subject 0,2022-05-14,1.0,[-19448. -19208. -18904. ... -18537. -18636. -18776.]
subject 0,2022-05-14,1.0,[-20002. -20062. -19801. ... -17649. -17731. -17432.]
subject 0,2022-05-14,1.0,[-18762. -18969. -18812. ... -20202. -19411. -19651.]
subject 0,2022-05-14,1.0,[-21409. -21608. -21685. ... -20574. -20397. -20133.]
subject 0,2022-05-14,1.0,[-19674. -19892. -20285. ... -18645. -18735. -18554.]
subject 0,2022-05-14,1.0,[-18472. -18402. -18229. ... -20060. -20015. -20141.]
subject 0,2022-05-14,1.0,[-19106. -19281. -19104. ... -22172. -22072. -22320.]
subject 0,2022-05-14,1.0,[-21321. -21268. -21416. ... -18001. -17327. -17004.]
subject 0,2022-05-14,1.0,[-19290. -18986. -18891. ... -19834. -22389. -24455.]
subject 0,2022-05-14,1.0,[-19152. -19457. -19518. ... -18202. -18119. -17924.]
subject 0,2022-05-14,1.0,[-18482. -18901. -18808. ... -18200. -18114. -18079.]
subject 0,2022-05-14,1.0,[-19053. -19214. -19017. ... -19632. -19670. -20013.]
subject 0,2022-05-14,1.0,[-20347. -19920. -19348. ... -19257. -19519. -19849.]
subject 0,2022-05-14,1.0,[-20836. -21173. -23473. ... -19489. -19784. -19937.]
subject 0,2022-05-14,1.0,[-20509. -20472. -20510. ... -19202. -18972. -19056.]
subject 0,2022-05-14,1.0,[-19006. -19129. -19472. ... -17929. -17942. -17952.]
subject 0,2022-05-14,1.0,[-19902. -19784. -19429. ... -20284. -20149. -19921.]
subject 0,2022-05-14,1.0,[-18697. -19072. -19355. ... -19609. -20001. -19927.]
subject 0,2022-05-14,1.0,[-21692. -21422. -20927. ... -12428. -12449. -12802.]
subject 0,2022-05-14,1.0,[-13936. -13950. -14847. ... -21732. -21781. -22223.]
subject 0,2022-05-14,1.0,[-22097. -21949. -22046. ... -18854. -18526. -18313.]
subject 0,2022-05-14,1.0,[-17959. -17771. -17406. ... -17296. -17313. -16716.]
subject 0,2022-05-14,1.0,[-20566. -20555. -20163. ... -20229. -20102. -20384.]
subject 0,2022-05-14,1.0,[-19911. -20017. -20099. ... -19252. -19427. -19435.]
subject 0,2022-05-14,1.0,[-20137. -20106. -20035. ... -15346. -14931. -14796.]
subject 0,2022-05-14,1.0,[-18418. -18371. -18489. ... -22386. -22221. -22079.]
subject 0,2022-05-14,1.0,[-20016. -20132. -20109. ... -19328. -19142. -19127.]
subject 0,2022-05-14,1.0,[-21126. -21269. -20795. ... -17457. -17688. -17612.]
subject 0,2022-05-14,1.0,[-19599. -19414. -19023. ... -20562. -20294. -20162.]
subject 0,2022-05-14,1.0,[-21117. -20792. -20332. ... -20542. -19845. -19532.]
subject 0,2022-05-14,1.0,[-19823. -19778. -19628. ... -20110. -20454. -20556.]
subject 0,2022-05-14,1.0,[-19992. -20225. -19941. ... -19671. -18891. -18499.]
subject 0,2022-05-14,1.0,[-20765. -20347. -20312. ... -19492. -19124. -18956.]
subject 0,2022-05-14,1.0,[-18902. -19157. -19379. ... -20751. -20746. -20534.]
subject 0,2022-05-14,1.0,[-20772. -20034. -19598. ... -17552. -17426. -17229.]
subject 0,2022-05-14,1.0,[-19999. -19558. -19266. ... -18401. -18084. -17957.]
subject 0,2022-05-14,1.0,[-20081. -20402. -20264. ... -20459. -20384. -20147.]
subject 0,2022-05-14,1.0,[-20440. -20503. -20302. ... -20690. -20534. -20796.]
subject 0,2022-05-14,1.0,[-20893. -20662. -21137. ... -21121. -21819. -25768.]
subject 0,2022-05-14,1.0,[-18614. -18248. -18407. ... -18796. -19046. -18912.]
subject 0,2022-05-14,1.0,[-21254. -20797. -20803. ... -21006. -21084. -20900.]
subject 0,2022-05-14,1.0,[-20052. -20212. -20352. ... -18112. -18100. -18284.]
subject 0,2022-05-14,1.0,[-17347. -17518. -17860. ... -21091. -21487. -21786.]
subject 0,2022-05-14,1.0,[-20129. -19961. -20291. ... -20488. -19643. -19857.]
subject 0,2022-05-14,1.0,[-21627. -21560. -21507. ... -21929. -22619. -21260.]
subject 0,2022-05-14,1.0,[-21257. -21404. -21456. ... -18306. -18564. -18699.]
subject 0,2022-05-14,1.0,[-19969. -19747. -19434. ... -21641. -21224. -21274.]
subject 0,2022-05-14,1.0,[-21049. -21293. -21491. ... -19957. -20306. -20708.]
subject 0,2022-05-14,1.0,[-20964. -20829. -20690. ... -20723. -24130. -21391.]
subject 0,2022-05-14,1.0,[-19934. -19834. -19316. ... -19381. -19599. -19480.]
subject 0,2022-05-14,1.0,[-20835. -20786. -20134. ... -18869. -18681. -18660.]
subject 0,2022-05-14,1.0,[-19609. -20131. -19964. ... -19409. -19386. -19482.]
subject 0,2022-05-14,1.0,[-20896. -21474. -21066. ... -20553. -20550. -20141.]
subject 0,2022-05-14,1.0,[-21073. -20521. -20578. ... -19753. -19500. -19295.]
subject 0,2022-05-14,1.0,[-18672. -19064. -19372. ... -17552. -16086. -16331.]
subject 0,2022-05-14,1.0,[-17798. -17671. -17580. ... -21267. -20727. -21011.]
subject 0,2022-05-14,1.0,[-22034. -21886. -21434. ... -21513. -21974. -21692.]
subject 0,2022-05-14,1.0,[-21945. -21541. -21248. ... -17528. -17166. -17082.]
subject 0,2022-05-14,1.0,[-16809. -16666. -16401. ... -18784. -19525. -19706.]
subject 0,2022-05-14,1.0,[-19525. -19706. -19832. ... -19516. -19748. -20144.]
subject 0,2022-05-14,1.0,[-18329. -18066. -17897. ... -21696. -21621. -21461.]
subject 0,2022-05-14,1.0,[-20814. -21024. -21132. ... -18502. -18517. -18308.]
subject 0,2022-05-14,1.0,[-18668. -18887. -19010. ... -20137. -20019. -19839.]
subject 0,2022-05-14,1.0,[-20674. -20136. -19628. ... -17762. -17496. -17829.]
subject 0,2022-05-14,1.0,[-19681. -19332. -19134. ... -19318. -19581. -19964.]
subject 0,2022-05-14,1.0,[-19496. -19643. -20062. ... -19771. -19648. -19751.]
subject 0,2022-05-14,1.0,[-19547. -19929. -20009. ... -20225. -20384. -20494.]
subject 0,2022-05-14,1.0,[-19530. -19710. -19818. ... -18208. -18591. -18853.]
subject 0,2022-05-14,1.0,[-18908. -18257. -18117. ... -19562. -19714. -19885.]
subject 0,2022-05-14,1.0,[-20239. -20374. -20562. ... -19656. -20091. -20751.]
subject 0,2022-05-14,1.0,[-19951. -20246. -20251. ... -20916. -20929. -21165.]
subject 0,2022-05-14,1.0,[-20775. -20352. -20166. ... -20804. -20237. -19832.]
subject 0,2022-05-14,1.0,[-19572. -19487. -19734. ... -19706. -19992. -19909.]
subject 0,2022-05-14,1.0,[-21091. -20721. -20624. ... -19434. -19157. -19091.]
subject 0,2022-05-14,1.0,[-21367. -21725. -21803. ... -17879. -17988. -18265.]
subject 2,2022-05-11,2.0,[-18002. -15662. -13714. ... -12797. -13854. -16209.]
subject 2,2022-05-11,2.0,[-13313. -12117. -11656. ... -18291. -15549. -18227.]
subject 2,2022-05-11,2.0,[-18507. -19666. -19913. ... -15192. -13319. -11652.]
subject 2,2022-05-11,2.0,[-23665. -20468. -17022. ... -11134.  -9714.  -8789.]
subject 2,2022-05-11,2.0,[-17351. -15317. -13504. ...  -9800.  -9717. -10072.]
subject 2,2022-05-11,2.0,[-18595. -14943. -11072. ... -17415. -12709. -10742.]
subject 2,2022-05-11,2.0,[-11756. -11362. -11591. ... -11549. -13876. -16958.]
subject 2,2022-05-11,2.0,[-15074. -15626. -14421. ... -12354. -13483. -15786.]
subject 2,2022-05-11,2.0,[-11051. -12804. -14746. ... -11124. -11279. -11812.]
subject 2,2022-05-11,2.0,[-12993. -11104. -10050. ... -11116. -13011. -16404.]
subject 2,2022-05-11,2.0,[-14539. -13236. -11951. ... -14061. -17039. -20336.]
subject 2,2022-05-11,2.0,[-13331. -12415. -11897. ... -13247. -12367. -12231.]
subject 2,2022-05-11,2.0,[-12902. -11985. -11662. ...  -9318.  -9231.  -9715.]
subject 2,2022-05-11,2.0,[-14680. -13122. -11804. ... -10125.  -9357.  -9716.]
subject 2,2022-05-11,2.0,[-16296. -13906. -12620. ...  -9660. -12409. -16135.]
subject 2,2022-05-11,2.0,[ -9574.  -9159.  -9677. ...  -8886. -10107. -12911.]
subject 2,2022-05-11,2.0,[-12008. -10532.  -9917. ... -11508. -10951. -13011.]
subject 2,2022-05-11,2.0,[ -8909.  -8524.  -9599. ... -11547. -14304. -17369.]
subject 2,2022-05-11,2.0,[-16989. -14036. -11540. ... -13437. -11059.  -9807.]
subject 2,2022-05-11,2.0,[ -8362.  -8011.  -8184. ...  -9247. -10114. -12844.]
subject 2,2022-05-11,2.0,[-15251. -12622. -11670. ...  -8367. -10286. -13805.]
subject 2,2022-05-11,2.0,[-14489. -12015. -10106. ... -10550. -10851. -11061.]
subject 2,2022-05-11,2.0,[-10694.  -9537.  -9163. ...  -9727.  -8636.  -8766.]
subject 2,2022-05-11,2.0,[-12486. -10852. -10144. ...  -8846.  -9430. -11936.]
subject 2,2022-05-11,2.0,[-13101. -16925. -14289. ... -10942. -11564. -13784.]
subject 2,2022-05-11,2.0,[-13469. -12243. -11194. ... -10881. -10836. -11599.]
subject 2,2022-05-11,2.0,[-12724. -11748. -11047. ... -11216. -11592. -12246.]
subject 2,2022-05-11,2.0,[-10811. -11611. -13488. ... -11756. -11493. -11693.]
subject 2,2022-05-11,2.0,[-15921. -13925. -12350. ... -11722. -13096. -15085.]
subject 2,2022-05-11,2.0,[-18690. -17312. -15637. ... -14369. -12692. -11996.]
subject 2,2022-05-11,2.0,[-14569. -13311. -12309. ... -12272. -11976. -12419.]
subject 2,2022-05-11,2.0,[-13982. -13227. -12399. ... -12389. -12017. -12360.]
subject 2,2022-05-11,2.0,[-20177. -18801. -16311. ... -13024. -12132. -11908.]
subject 2,2022-05-11,2.0,[-12531. -11917. -11921. ... -13479. -12614. -12209.]
subject 2,2022-05-11,2.0,[-15711. -14471. -13302. ... -13753. -13916. -15183.]
subject 2,2022-05-11,2.0,[-14272. -14344. -12069. ... -11315. -11643. -13276.]
subject 2,2022-05-11,2.0,[-14708. -13326. -12527. ... -12265. -12130. -11027.]
subject 2,2022-05-11,2.0,[-17373. -13906. -13054. ...  -8684.  -9276. -11032.]
subject 2,2022-05-11,2.0,[-23189. -21749. -19371. ... -13898. -12023. -11087.]
subject 2,2022-05-11,2.0,[-12202. -11238. -11126. ...  -9907.  -9684.  -9472.]
subject 2,2022-05-11,2.0,[-17052. -14674. -12729. ... -11089. -10823. -10764.]
subject 2,2022-05-11,2.0,[-20661. -18056. -15444. ... -13792. -12177. -11041.]
subject 2,2022-05-11,2.0,[-12832. -11134. -10114. ... -10944. -11223. -11007.]
subject 2,2022-05-11,2.0,[-14112. -12717. -11747. ... -11209. -11801. -15487.]
subject 2,2022-05-11,2.0,[-15476. -13347. -11827. ... -11164. -10671. -11363.]
subject 1,2022-05-11,2.0,[-18577. -18477. -18429. ... -19830. -20222. -20417.]
subject 1,2022-05-11,2.0,[-20711. -21031. -21092. ... -14999. -14972. -15471.]
subject 1,2022-05-11,2.0,[-14510. -14264. -14356. ... -20340. -20419. -20462.]
subject 1,2022-05-11,2.0,[-20494. -20573. -20879. ... -16797. -16847. -17488.]
subject 1,2022-05-11,2.0,[-16526. -16212. -16382. ...  -3963.  -3719.  -3903.]
subject 1,2022-05-11,2.0,[-11152. -10434.  -9828. ... -17039. -17577. -17782.]
subject 1,2022-05-11,2.0,[-15058. -14984. -15046. ... -15324. -15136. -14844.]
subject 1,2022-05-11,2.0,[-14717. -14834. -14906. ... -21176. -21206. -21324.]
subject 1,2022-05-11,2.0,[-20963. -20395. -20481. ... -14990. -14847. -14826.]
subject 1,2022-05-11,2.0,[-14794. -15077. -15743. ... -17219. -17049. -16962.]
subject 1,2022-05-11,2.0,[-18057. -17489. -17541. ... -17486. -17775. -17792.]
subject 1,2022-05-11,2.0,[-15697. -15629. -16101. ... -19832. -19697. -19609.]
subject 1,2022-05-11,2.0,[-18929. -18989. -19735. ... -15511. -15748. -16529.]
subject 1,2022-05-11,2.0,[-16151. -16183. -16058. ... -21687. -21920. -22172.]
subject 1,2022-05-11,2.0,[-19679. -19831. -20026. ... -22177. -21914. -21737.]
subject 1,2022-05-11,2.0,[-21741. -22087. -21870. ... -19321. -19231. -19072.]
subject 1,2022-05-11,2.0,[-18037. -18227. -17727. ... -22243. -21924. -21366.]
subject 1,2022-05-11,2.0,[-21238. -21525. -22212. ... -17949. -17692. -17817.]
subject 1,2022-05-11,2.0,[-19362. -19581. -19267. ... -14701. -15032. -14585.]
subject 1,2022-05-11,2.0,[-12366. -12572. -13191. ... -16561. -16809. -16733.]
subject 1,2022-05-11,2.0,[-17933. -17356. -16701. ... -15512. -15649. -15126.]
subject 1,2022-05-11,2.0,[-19669. -19244. -19392. ... -18941. -18836. -19241.]
subject 1,2022-05-11,2.0,[-19277. -19399. -19450. ... -18677. -18607. -18215.]
subject 1,2022-05-11,2.0,[-18257. -18670. -18614. ... -24602. -24159. -24311.]
subject 1,2022-05-11,2.0,[-21363. -21558. -21271. ... -15034. -15087. -15086.]
subject 1,2022-05-11,2.0,[-17550. -17329. -17042. ... -19112. -19758. -21394.]
subject 1,2022-05-11,2.0,[-19164. -18854. -18220. ... -17974. -17979. -17658.]
subject 1,2022-05-11,2.0,[-17647. -18188. -18097. ... -20547. -21139. -21145.]
subject 1,2022-05-11,2.0,[-19913. -19659. -19309. ... -17066. -17164. -16651.]
subject 1,2022-05-11,2.0,[-19633. -19516. -19771. ... -18854. -19341. -19054.]
subject 1,2022-05-11,2.0,[-17952. -17263. -16502. ... -19587. -19190. -19111.]
subject 1,2022-05-11,2.0,[-20021. -19953. -19997. ...  -6138.  -6228.  -6766.]
subject 1,2022-05-11,2.0,[-16282. -16412. -19482. ... -19305. -19161. -19139.]
subject 1,2022-05-11,2.0,[-19058. -19145. -18892. ...  -1511.  -1578.  -1634.]
subject 1,2022-05-11,2.0,[ -8357.  -7973.  -7607. ... -17052. -17072. -16907.]
subject 1,2022-05-11,2.0,[-20444. -20543. -21831. ... -12747. -12767. -13959.]
subject 1,2022-05-11,2.0,[-11454. -10616. -10580. ... -17871. -18622. -18961.]
subject 1,2022-05-11,2.0,[-22448. -21856. -21826. ... -17589. -18108. -18425.]
subject 1,2022-05-11,2.0,[-21616. -22079. -22102. ... -15441. -15121. -15167.]
subject 1,2022-05-11,2.0,[-15946. -15441. -15121. ... -17068. -17274. -17936.]
subject 1,2022-05-11,2.0,[-21497. -20954. -21123. ... -24134. -24134. -20426.]
subject 1,2022-05-11,2.0,[-19737. -19544. -20523. ... -18421. -18549. -18682.]
subject 1,2022-05-11,2.0,[-20014. -20136. -19526. ... -18663. -18442. -18396.]
subject 1,2022-05-11,2.0,[-20771. -20554. -21295. ... -14846. -15062. -15254.]
subject 1,2022-05-11,2.0,[-13900. -14205. -14350. ... -19127. -19507. -19562.]
subject 1,2022-05-11,2.0,[-19877. -19594. -19685. ... -16116. -16468. -16146.]
subject 1,2022-05-11,2.0,[-19380. -19479. -19702. ... -18932. -19092. -18971.]
subject 1,2022-05-11,2.0,[-20091. -20226. -20395. ... -17617. -17549. -17120.]
subject 1,2022-05-11,2.0,[-21722. -21787. -21611. ... -31078. -30369. -30241.]
subject 1,2022-05-11,2.0,[-11546. -11775. -11295. ... -18235. -18247. -17819.]
subject 1,2022-05-11,2.0,[-16937. -16534. -16904. ... -20854. -20509. -20257.]
subject 1,2022-05-11,2.0,[-21499. -21871. -22346. ... -20506. -21096. -21678.]
subject 1,2022-05-11,2.0,[-19834. -20012. -19866. ... -15195. -14829. -14266.]
subject 1,2022-05-11,2.0,[-14237. -14728. -14747. ... -21914. -22670. -23390.]
subject 1,2022-05-11,2.0,[-26672. -25142. -24121. ... -19986. -23592. -29874.]
subject 1,2022-05-11,2.0,[-16529. -15827. -15692. ... -14948. -15500. -15546.]
subject 1,2022-05-11,2.0,[-24352. -23839. -23116. ... -20826. -20252. -19873.]
subject 1,2022-05-11,2.0,[-21302. -21429. -21618. ...  -8792.  -8437.  -7853.]
subject 1,2022-05-11,2.0,[-11529. -11437. -11683. ... -21599. -21907. -21466.]
subject 1,2022-05-11,2.0,[-20356. -20282. -20079. ... -15321. -15292. -15862.]
subject 1,2022-05-11,2.0,[-16516. -16278. -15842. ... -22829. -22826. -22245.]
subject 1,2022-05-11,2.0,[-22617. -22321. -21902. ... -20479. -20391. -20386.]
subject 1,2022-05-11,2.0,[-20785. -20969. -21094. ... -19279. -19524. -19788.]
subject 1,2022-05-11,2.0,[-20196. -19894. -19781. ... -21063. -21214. -21180.]
subject 1,2022-05-11,2.0,[-19823. -19577. -19702. ... -19943. -20242. -20690.]
subject 1,2022-05-11,2.0,[-19841. -19979. -20338. ... -21066. -20944. -21394.]
subject 1,2022-05-11,2.0,[-20511. -20749. -20617. ... -19981. -19635. -19543.]
subject 1,2022-05-11,2.0,[-20116. -19459. -19371. ... -19446. -19047. -19084.]
subject 1,2022-05-11,2.0,[-19298. -19109. -19101. ... -25106. -20587. -19931.]
subject 1,2022-05-11,2.0,[-20897. -20776. -20346. ... -20409. -19903. -20085.]
subject 1,2022-05-11,2.0,[-21012. -20894. -20739. ... -18909. -18864. -18923.]
subject 1,2022-05-11,2.0,[-18952. -19252. -19129. ... -20140. -20454. -20379.]
subject 1,2022-05-11,2.0,[-19092. -18497. -18601. ... -21415. -21906. -21493.]
subject 1,2022-05-11,2.0,[-20700. -20814. -20824. ... -20184. -19833. -20042.]
subject 1,2022-05-11,2.0,[-20361. -20612. -21134. ... -23012. -24753. -20849.]
subject 1,2022-05-11,2.0,[-20547. -20069. -20420. ... -22881. -22703. -22601.]
subject 1,2022-05-11,2.0,[-21513. -21632. -21601. ... -19348. -19688. -19458.]
subject 1,2022-05-11,2.0,[-19149. -19275. -19662. ... -20831. -20824. -20865.]
subject 1,2022-05-11,2.0,[-20379. -19929. -20162. ... -20832. -21319. -21178.]
subject 1,2022-05-11,2.0,[-21416. -21747. -22112. ... -18371. -18339. -18452.]
subject 1,2022-05-11,2.0,[-18869. -18946. -19151. ... -20633. -20627. -20742.]
subject 1,2022-05-11,2.0,[-20321. -20154. -20207. ... -23713. -23899. -24116.]
subject 1,2022-05-11,2.0,[-23692. -23294. -23272. ... -20155. -19912. -19999.]
subject 1,2022-05-11,2.0,[-19702. -18872. -18984. ... -20018. -19781. -19619.]
subject 1,2022-05-11,2.0,[-20704. -20382. -20541. ... -20644. -20672. -20899.]
subject 1,2022-05-11,2.0,[-20260. -20473. -20672. ... -19951. -19984. -19611.]
subject 1,2022-05-11,2.0,[-19814. -19472. -19739. ... -21219. -21257. -21263.]
subject 1,2022-05-11,2.0,[-20692. -20446. -20585. ... -20656. -20541. -20246.]
subject 1,2022-05-11,2.0,[-19461. -19326. -19418. ... -20174. -20311. -20219.]
subject 1,2022-05-11,2.0,[-19892. -20090. -19688. ... -19727. -19560. -19833.]
subject 1,2022-05-11,2.0,[-19721. -20040. -19746. ... -20713. -20769. -20781.]
