Субъект,Дата,Метка,Сигнал
subject 0,2022-05-29,4.0,[-23191. -22991. -23237. ... -24699. -24751. -24967.]
subject 0,2022-05-29,4.0,[-24056. -24211. -24326. ... -22594. -22561. -22289.]
subject 0,2022-05-29,4.0,[-22561. -22289. -23332. ... -24245. -23918. -23739.]
subject 0,2022-05-29,4.0,[-23499. -23757. -24386. ... -17809. -17932. -18009.]
subject 0,2022-05-29,4.0,[-20061. -19851. -19810. ... -29422. -29995. -30310.]
subject 0,2022-05-29,4.0,[-25682. -25512. -25515. ... -25101. -25352. -24100.]
subject 0,2022-05-29,4.0,[-22774. -22357. -22852. ... -24877. -24644. -24969.]
subject 0,2022-05-29,4.0,[-24847. -25528. -25878. ... -30799. -30642. -30306.]
subject 0,2022-05-29,4.0,[-24007. -24074. -24074. ... -23557. -23289. -23292.]
subject 0,2022-05-29,4.0,[-24669. -24958. -25145. ... -24961. -24851. -24803.]
subject 0,2022-05-29,4.0,[-25391. -25636. -25732. ... -13795. -13558. -13368.]
subject 0,2022-05-29,4.0,[-19086. -19409. -19399. ... -18110. -18041. -18154.]
subject 0,2022-05-29,4.0,[-20139. -20282. -20406. ... -19799. -19772. -19280.]
subject 0,2022-05-29,4.0,[-20768. -21151. -21144. ...   4314.   4409.   4888.]
subject 0,2022-05-29,4.0,[ -3792.  -3865.  -3976. ... -13092. -12306. -11522.]
subject 0,2022-05-29,4.0,[-10203. -10367. -10354. ... -20423. -20752. -21227.]
subject 0,2022-05-29,4.0,[-20666. -20619. -20108. ... -22752. -22157. -21691.]
subject 0,2022-05-29,4.0,[-19681. -19627. -19568. ... -21479. -21856. -21882.]
subject 0,2022-05-29,4.0,[-23352. -23240. -23389. ... -20827. -21149. -21281.]
subject 0,2022-05-29,4.0,[-19596. -19846. -19859. ... -18943. -19292. -19645.]
subject 0,2022-05-29,4.0,[-19894. -20724. -21086. ... -19696. -19716. -19932.]
subject 0,2022-05-29,4.0,[-22024. -22129. -22284. ... -21354. -21735. -21938.]
subject 0,2022-05-29,4.0,[-19899. -20406. -20929. ... -19374. -19266. -19106.]
subject 0,2022-05-29,4.0,[-21203. -21362. -21366. ... -20061. -20804. -20911.]
subject 0,2022-05-29,4.0,[-20452. -20504. -20027. ... -20665. -20989. -20938.]
subject 0,2022-05-29,4.0,[-19671. -19732. -20155. ... -19155. -19557. -20942.]
subject 0,2022-05-29,4.0,[-19206. -19546. -20081. ... -20419. -19974. -19710.]
subject 0,2022-05-29,4.0,[-19617. -19240. -19204. ... -21489. -21394. -21357.]
subject 0,2022-05-29,4.0,[-22264. -22611. -23097. ... -19759. -19595. -19794.]
subject 0,2022-05-29,4.0,[-19765. -20106. -19949. ... -20521. -20046. -19586.]
subject 0,2022-05-29,4.0,[-21209. -20644. -20426. ... -21086. -20948. -20479.]
subject 0,2022-05-29,4.0,[-21618. -22121. -21467. ... -21322. -21762. -22136.]
subject 0,2022-05-29,4.0,[-22579. -22256. -21896. ... -20970. -21003. -20855.]
subject 0,2022-05-29,4.0,[-22629. -20642. -20014. ... -23608. -23576. -23804.]
subject 0,2022-05-29,4.0,[-21457. -21265. -21352. ... -22409. -22459. -21979.]
subject 0,2022-05-29,4.0,[-25669. -25676. -25939. ... -20981. -21047. -22621.]
subject 0,2022-05-29,4.0,[-22396. -22194. -21874. ... -23755. -23366. -23139.]
subject 0,2022-05-29,4.0,[-22571. -23035. -23401. ... -21492. -21483. -22110.]
subject 0,2022-05-29,4.0,[-21979. -22249. -22087. ... -21084. -20757. -20947.]
subject 0,2022-05-29,4.0,[-22011. -21722. -21635. ... -20711. -20965. -20980.]
subject 0,2022-05-29,4.0,[-21238. -21289. -21278. ... -12945. -13306. -13607.]
subject 0,2022-05-29,4.0,[-13016. -13180. -13066. ... -17889. -18086. -17740.]
subject 0,2022-05-29,4.0,[-14148. -14448. -14159. ... -27391. -27454. -27486.]
subject 0,2022-05-29,4.0,[-17354. -17498. -17561. ... -16136. -15200. -14989.]
subject 0,2022-05-29,4.0,[-10113.  -9864. -10016. ... -15858. -16264. -16207.]
subject 0,2022-05-29,4.0,[-18555. -18217. -18122. ... -16717. -16920. -17051.]
subject 0,2022-05-29,4.0,[-16527. -16776. -17014. ... -16364. -16146. -15798.]
subject 0,2022-05-29,4.0,[-17671. -17424. -17392. ... -16733. -16711. -16900.]
subject 0,2022-05-29,4.0,[-16537. -15942. -15773. ... -18302. -18694. -18762.]
subject 0,2022-05-29,4.0,[-20121. -20115. -19589. ... -18452. -18439. -18501.]
subject 0,2022-05-29,4.0,[-17499. -17532. -17516. ... -16608. -16661. -16660.]
subject 0,2022-05-29,4.0,[-17266. -17135. -16942. ... -17862. -17789. -17995.]
subject 0,2022-05-29,4.0,[-17611. -17721. -17986. ... -16164. -15541. -15779.]
subject 0,2022-05-29,4.0,[-16651. -16576. -17005. ... -18375. -17653. -17619.]
subject 0,2022-05-29,4.0,[-17679. -17551. -17507. ... -15696. -15516. -15466.]
subject 0,2022-05-29,4.0,[-15362. -15674. -15973. ... -15052. -15112. -15224.]
subject 0,2022-05-29,4.0,[-16596. -16746. -16685. ... -17482. -17154. -16752.]
subject 0,2022-05-29,4.0,[-16231. -16400. -16219. ... -16929. -17050. -16612.]
subject 0,2022-05-29,4.0,[-16034. -16252. -16234. ... -16514. -16102. -15689.]
subject 0,2022-05-29,4.0,[-17841. -17849. -17635. ... -18655. -18327. -18252.]
subject 0,2022-05-29,4.0,[-18722. -18827. -18946. ... -17649. -17587. -17569.]
subject 0,2022-05-29,4.0,[-17522. -17312. -17504. ... -16601. -16859. -16917.]
subject 0,2022-05-29,4.0,[-16853. -16690. -16584. ... -17449. -17078. -17021.]
subject 0,2022-05-29,4.0,[-15552. -15462. -15704. ... -16434. -17056. -17359.]
subject 0,2022-05-29,4.0,[-16745. -16374. -16292. ... -16602. -16206. -16255.]
subject 0,2022-05-29,4.0,[-15751. -16013. -16074. ... -18416. -18449. -18654.]
subject 0,2022-05-29,4.0,[-17924. -18426. -18659. ... -18152. -18371. -21755.]
subject 0,2022-05-29,4.0,[-17123. -16809. -17132. ...  -6991.  -6714.  -6501.]
subject 0,2022-05-29,4.0,[ -4371.  -4407.  -4624. ... -18400. -18767. -18931.]
subject 0,2022-05-29,4.0,[-18241. -18327. -18373. ... -22424. -22151. -21909.]
subject 0,2022-05-29,4.0,[-20791. -20773. -20666. ... -19459. -19216. -18571.]
subject 0,2022-05-29,4.0,[-19593. -19877. -20084. ... -16992. -17577. -17809.]
subject 0,2022-05-29,4.0,[-18847. -18786. -18557. ... -19006. -18726. -18756.]
subject 0,2022-05-29,4.0,[-19321. -19089. -18990. ... -20012. -19877. -19406.]
subject 0,2022-05-29,4.0,[-20449. -20655. -20879. ... -18622. -18487. -18635.]
subject 0,2022-05-29,4.0,[-19701. -19926. -20351. ... -17810. -18117. -18527.]
subject 0,2022-05-21,4.0,[-23134. -23782. -24147. ... -23712. -23882. -24847.]
subject 0,2022-05-21,4.0,[-24875. -24484. -23952. ... -26348. -26166. -26000.]
subject 0,2022-05-21,4.0,[-25352. -25646. -26431. ... -22461. -22124. -22246.]
subject 0,2022-05-21,4.0,[-24153. -24496. -24257. ... -23536. -23865. -24082.]
subject 0,2022-05-21,4.0,[-23902. -23235. -22714. ... -25969. -26229. -25987.]
subject 0,2022-05-21,4.0,[-23975. -24216. -24156. ... -21948. -21494. -21078.]
subject 0,2022-05-21,4.0,[-20104. -20024. -20316. ... -21446. -20994. -20197.]
subject 0,2022-05-21,4.0,[-20673. -21026. -20813. ... -21365. -21149. -21113.]
subject 0,2022-05-21,4.0,[-24218. -23709. -23611. ... -21023. -20945. -20847.]
subject 0,2022-05-21,4.0,[-19094. -19209. -19311. ... -25357. -25224. -25402.]
subject 0,2022-05-21,4.0,[-28209. -28001. -27500. ... -34902. -34851. -34563.]
subject 0,2022-05-21,4.0,[-34759. -35231. -35254. ... -25959. -25643. -25977.]
subject 0,2022-05-21,4.0,[-26013. -26164. -26556. ... -20767. -20624. -20239.]
subject 0,2022-05-21,4.0,[-23132. -23076. -22279. ... -28193. -28823. -29017.]
subject 0,2022-05-21,4.0,[-27237. -27384. -27059. ... -20986. -20916. -20759.]
subject 0,2022-05-21,4.0,[-20330. -20676. -21055. ... -25439. -25594. -25681.]
subject 0,2022-05-21,4.0,[-28568. -28549. -27292. ... -19981. -20411. -20131.]
subject 0,2022-05-21,4.0,[-19981. -20411. -20131. ... -26274. -26648. -27087.]
subject 0,2022-05-21,4.0,[-25734. -26084. -26167. ... -28118. -28054. -28467.]
subject 0,2022-05-21,4.0,[-26491. -26891. -27246. ... -25276. -25247. -25573.]
subject 0,2022-05-21,4.0,[-25573. -25441. -25136. ... -20302. -20241. -19932.]
subject 0,2022-05-21,4.0,[-21050. -20628. -19979. ... -22986. -22841. -22606.]
subject 0,2022-05-21,4.0,[-23076. -23808. -23806. ... -26694. -26547. -26157.]
subject 0,2022-05-21,4.0,[-20098. -20044. -19918. ... -21585. -21324. -21434.]
subject 0,2022-05-21,4.0,[-22073. -22299. -22336. ... -24557. -24544. -24484.]
subject 0,2022-05-21,4.0,[-24139. -24497. -24782. ... -22243. -21840. -21883.]
subject 0,2022-05-21,4.0,[-22731. -23376. -23378. ... -20336. -20911. -20868.]
subject 0,2022-05-21,4.0,[-21081. -21259. -21399. ... -21473. -21266. -21399.]
subject 0,2022-05-21,4.0,[-23232. -22874. -22365. ... -20375. -20702. -20807.]
subject 0,2022-05-29,4.0,[-13392. -12902. -12341. ... -16817. -16739. -16707.]
subject 0,2022-05-29,4.0,[-16100. -16099. -16332. ... -15751. -15464. -15444.]
